153,140,108
89,78,74
64,58,53
114,110,92
102,95,78
167,147,101
116,110,82
78,70,58
89,87,65
124,113,96
118,111,87
118,109,97
102,92,81
112,98,87
142,134,109
117,110,97
136,129,99
98,95,58
149,140,108
134,121,95
96,84,77
160,150,111
106,99,84
164,148,104
62,53,51
124,115,95
114,105,95
102,90,75
177,170,151
135,130,95
138,130,99
111,100,77
120,110,81
137,133,105
89,78,65
111,107,89
115,104,88
124,111,90
121,115,95
103,95,81
113,103,82
147,138,117
112,98,81
135,127,103
119,110,83
129,121,94
106,94,79
125,119,95
111,103,91
79,68,65
140,132,103
82,79,61
137,126,111
140,127,108
99,92,83
143,137,108
72,64,53
106,96,84
67,60,51
127,118,86
114,103,92
147,139,110
99,94,79
158,148,118
122,115,92
148,141,106
125,115,84
122,117,100
124,116,91
87,81,72
91,78,68
114,104,94
146,135,115
135,120,108
139,123,94
138,129,105
153,141,123
117,111,89
85,75,68
97,86,77
124,120,100
112,103,82
102,95,81
105,94,83
171,158,124
115,104,95
155,143,120
120,111,94
84,73,68
147,143,109
110,105,85
85,74,61
124,118,89
192,183,143
102,87,80
127,122,97
116,105,82
146,137,98
107,98,78
124,115,97
119,111,89
204,195,158
102,90,77
154,144,113
98,87,75
95,87,70
133,121,105
99,94,84
84,75,62
107,103,81
162,155,134
111,93,70
106,99,71
103,98,80
114,104,83
141,133,112
149,134,114
148,139,130
166,153,120
88,76,70
142,126,108
148,134,104
100,90,73
166,157,120
142,131,99
160,145,117
131,123,96
141,131,94
90,77,74
115,106,94
81,73,69
116,109,93
183,170,121
97,88,72
140,133,102
149,141,117
96,92,75
115,107,89
110,103,83
169,158,129
99,87,74
119,110,88
112,99,90
124,115,96
105,98,75
103,90,72
97,89,75
86,77,68
95,85,75
153,141,118
84,79,65
89,82,74
98,91,73
119,106,90
112,104,92
92,85,73
148,139,120
138,131,102
96,88,69
91,85,74
88,82,68
107,97,79
97,83,80
137,133,107
101,94,71
142,134,105
102,91,73
98,93,77
129,125,85
143,134,107
125,118,93
117,109,91
115,107,87
103,91,78
120,110,87
175,161,137
179,164,126
82,74,64
120,109,85
109,101,89
160,148,118
103,99,83
134,121,89
113,103,83
118,112,91
141,131,105
140,130,113
119,109,86
125,114,90
103,91,70
141,127,111
92,84,66
110,107,88
116,108,94
93,80,69
201,190,157
82,76,62
139,131,100
119,109,90
128,117,92
